ticket_id,customer_id,created_datetime,assigned_datetime,resolved_datetime,region,team,agent_id,shift,priority,issue_type,channel,sla_hours,first_response_hours,resolution_hours,sla_breach (Yes/No),breach_hours,escalated,reopened,status,backlog_flag,root_cause,bottleneck_stage,customer_satisfaction_score
T0631,C1695,24-02-2025 13:42,24-02-2025 15:06,24-02-2025 19:53,North,Technical Ops,A129,Morning,Critical,Login/Access,Email,4,1.4,6.19,Yes,2.19,No,No,Resolved,No,Technical Dependency,Escalation,3
T0632,C1084,09-04-2025 09:27,09-04-2025 12:35,10-04-2025 22:46,East,Escalations,A125,Morning,Medium,Login/Access,Phone,24,3.14,37.32,Yes,13.32,Yes,No,Resolved,No,Approval Dependency,Approval,3
T0633,C1548,09-02-2025 16:49,09-02-2025 20:00,10-02-2025 23:10,North,Escalations,A131,Afternoon,High,Order Delay,Phone,8,3.19,30.35,Yes,22.35,Yes,Yes,Closed,No,Delayed Assignment,Assignment,2
T0634,C1927,06-01-2025 12:38,06-01-2025 13:57,07-01-2025 09:33,Central,Escalations,A119,Morning,Medium,Login/Access,Email,24,1.32,20.92,No,0,Yes,Yes,Closed,No,No Major Delay,None,4
T0635,C1556,26-02-2025 09:06,26-02-2025 09:40,27-02-2025 03:10,East,Account Ops,A132,Morning,High,Account Update,Email,8,0.57,18.07,Yes,10.07,No,No,Resolved,No,High Complexity,Diagnosis,3
T0636,C1269,27-03-2025 13:30,27-03-2025 16:16,28-03-2025 11:45,East,Technical Ops,A117,Morning,High,Technical Bug,Phone,8,2.77,22.26,Yes,14.26,No,No,Resolved,No,Technical Dependency,Escalation,3
T0637,C1249,06-04-2025 14:00,06-04-2025 15:37,06-04-2025 21:27,South,Billing Ops,A110,Afternoon,Medium,Subscription Change,Phone,24,1.63,7.46,No,0,No,No,Resolved,No,No Major Delay,None,5
T0638,C1370,22-03-2025 16:54,22-03-2025 17:39,26-03-2025 14:54,South,L1 Support,A125,Afternoon,Low,Order Delay,Chat,48,0.76,94,Yes,46,No,No,Closed,No,Agent Capacity Constraint,Resolution,4
T0639,C1076,03-04-2025 13:25,03-04-2025 17:46,05-04-2025 21:26,West,Escalations,A102,Morning,Low,Order Delay,Email,48,4.36,56.03,Yes,8.03,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,2
T0640,C1499,20-02-2025 12:29,20-02-2025 15:26,20-02-2025 23:18,North,L1 Support,A103,Morning,Medium,Login/Access,Phone,24,2.96,10.83,No,0,No,No,Resolved,No,No Major Delay,None,5
T0641,C1356,12-01-2025 15:21,12-01-2025 17:54,13-01-2025 23:26,Central,Escalations,A109,Afternoon,Medium,Order Delay,Chat,24,2.55,32.09,Yes,8.09,Yes,No,Resolved,No,Approval Dependency,Approval,4
T0642,C1177,24-04-2025 10:51,24-04-2025 12:07,25-04-2025 15:08,East,Account Ops,A113,Morning,Low,Payment Failure,Phone,48,1.28,28.29,No,0,No,No,Resolved,No,No Major Delay,None,5
T0643,C1831,20-02-2025 15:45,20-02-2025 17:32,21-02-2025 01:04,East,L1 Support,A132,Afternoon,High,Order Delay,Chat,8,1.79,9.33,Yes,1.33,Yes,No,Resolved,No,High Complexity,Diagnosis,4
T0644,C1548,07-01-2025 14:40,07-01-2025 16:59,09-01-2025 20:16,West,Billing Ops,A127,Afternoon,Low,Subscription Change,Portal,48,2.33,53.61,Yes,5.61,Yes,No,Resolved,No,Delayed Assignment,Assignment,3
T0645,C1175,21-03-2025 12:18,21-03-2025 13:09,22-03-2025 02:46,West,L1 Support,A108,Morning,High,Order Delay,Email,8,0.85,14.47,Yes,6.47,No,No,Closed,No,Technical Dependency,Escalation,4
T0646,C1237,16-01-2025 09:15,16-01-2025 10:16,19-01-2025 08:42,South,L1 Support,A118,Morning,Low,Order Delay,Phone,48,1.02,71.46,Yes,23.46,Yes,No,Resolved,No,Technical Dependency,Escalation,2
T0647,C1715,08-04-2025 12:13,08-04-2025 15:52,09-04-2025 10:07,West,Escalations,A125,Morning,High,Login/Access,Phone,8,3.66,21.9,Yes,13.9,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0648,C1353,18-02-2025 17:56,18-02-2025 18:12,19-02-2025 12:17,West,Billing Ops,A119,Afternoon,Medium,Payment Failure,Email,24,0.27,18.36,No,0,No,No,Resolved,No,No Major Delay,None,5
T0649,C1234,16-02-2025 12:30,16-02-2025 13:18,17-02-2025 04:58,West,Technical Ops,A123,Morning,Medium,Login/Access,Chat,24,0.81,16.47,No,0,No,Yes,Resolved,No,No Major Delay,None,4
T0650,C1481,07-02-2025 10:54,07-02-2025 12:37,07-02-2025 17:06,North,Billing Ops,A117,Morning,Critical,Subscription Change,Chat,4,1.72,6.21,Yes,2.21,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0651,C1875,04-02-2025 10:34,04-02-2025 12:26,05-02-2025 18:08,South,Account Ops,A105,Morning,Low,Subscription Change,Email,48,1.87,31.57,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0652,C1139,19-04-2025 10:15,19-04-2025 12:47,,North,Billing Ops,A104,Morning,High,Refund Request,Phone,8,2.54,,,,Yes,No,Pending,Yes,Incomplete Customer Information,Customer Response,
T0653,C1376,24-03-2025 16:22,24-03-2025 17:32,25-03-2025 07:08,West,L1 Support,A134,Afternoon,Critical,Technical Bug,Chat,4,1.18,14.77,Yes,10.77,Yes,No,Resolved,No,Delayed Assignment,Assignment,4
T0654,C1016,28-01-2025 14:49,28-01-2025 15:35,30-01-2025 01:04,West,Technical Ops,A113,Afternoon,Low,Login/Access,Phone,48,0.77,34.26,No,0,No,No,Resolved,No,No Major Delay,None,5
T0655,C1524,23-02-2025 08:15,23-02-2025 11:38,27-02-2025 20:27,East,Billing Ops,A114,Morning,Low,Subscription Change,Phone,48,3.39,108.21,Yes,60.21,Yes,No,Resolved,No,Technical Dependency,Escalation,2
T0656,C1291,13-01-2025 10:47,13-01-2025 12:17,13-01-2025 23:47,West,Escalations,A111,Morning,Medium,Login/Access,Email,24,1.5,13.01,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0657,C1936,10-04-2025 16:46,10-04-2025 18:23,11-04-2025 21:55,Central,L1 Support,A133,Afternoon,Medium,Order Delay,Email,24,1.62,29.15,Yes,5.15,No,No,Resolved,No,Incomplete Customer Information,Customer Response,4
T0658,C1169,14-03-2025 11:26,14-03-2025 14:06,15-03-2025 17:36,East,Technical Ops,A109,Morning,High,Technical Bug,Phone,8,2.67,30.17,Yes,22.17,Yes,Yes,Resolved,No,High Complexity,Diagnosis,3
T0659,C1285,03-02-2025 17:35,03-02-2025 20:59,05-02-2025 09:03,North,L1 Support,A124,Afternoon,Low,Technical Bug,Chat,48,3.4,39.47,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0660,C1517,03-04-2025 14:03,03-04-2025 15:21,06-04-2025 04:20,South,L1 Support,A133,Afternoon,Low,Order Delay,Email,48,1.3,62.29,Yes,14.29,No,No,Resolved,No,Approval Dependency,Approval,4
T0661,C1503,26-03-2025 09:49,26-03-2025 12:30,28-03-2025 03:28,West,L1 Support,A131,Morning,Medium,Order Delay,Phone,24,2.69,41.66,Yes,17.66,Yes,No,Closed,No,Delayed Assignment,Assignment,3
T0662,C1812,22-01-2025 13:10,22-01-2025 15:29,24-01-2025 23:42,South,Technical Ops,A116,Morning,Low,Account Update,Phone,48,2.33,58.54,Yes,10.54,No,No,Closed,No,Technical Dependency,Escalation,4
T0663,C1918,28-04-2025 13:42,28-04-2025 14:05,02-05-2025 04:24,North,Technical Ops,A124,Morning,Low,Data Correction,Email,48,0.39,86.71,Yes,38.71,No,No,Closed,No,High Complexity,Diagnosis,4
T0664,C1711,01-03-2025 17:54,01-03-2025 19:54,02-03-2025 11:25,North,Billing Ops,A119,Afternoon,Medium,Subscription Change,Email,24,2,17.52,No,0,No,Yes,Resolved,No,No Major Delay,None,4
T0665,C1340,19-04-2025 12:42,19-04-2025 13:34,20-04-2025 21:04,Central,Technical Ops,A116,Morning,Medium,Technical Bug,Email,24,0.87,32.37,Yes,8.37,Yes,Yes,Resolved,No,Technical Dependency,Escalation,3
T0666,C1883,27-01-2025 15:41,27-01-2025 16:19,29-01-2025 06:13,West,L1 Support,A120,Afternoon,Medium,Technical Bug,Phone,24,0.64,38.54,Yes,14.54,Yes,Yes,Closed,No,Technical Dependency,Escalation,1
T0667,C1789,11-04-2025 10:16,11-04-2025 14:18,12-04-2025 01:49,East,Escalations,A112,Morning,High,Payment Failure,Chat,8,4.04,15.55,Yes,7.55,Yes,No,Resolved,No,Approval Dependency,Approval,2
T0668,C1627,16-04-2025 16:12,16-04-2025 16:56,,East,L1 Support,A107,Afternoon,Critical,Account Update,Chat,4,0.74,,,,No,No,Pending,Yes,No Major Delay,None,
T0669,C1854,12-02-2025 08:26,12-02-2025 12:03,12-02-2025 21:29,North,Billing Ops,A130,Morning,Low,Payment Failure,Phone,48,3.63,13.06,No,0,No,No,Closed,No,No Major Delay,None,5
T0670,C1559,01-01-2025 16:14,01-01-2025 19:06,02-01-2025 10:00,East,L1 Support,A117,Afternoon,Medium,Technical Bug,Chat,24,2.87,17.77,No,0,No,No,Closed,No,No Major Delay,None,5
T0671,C1662,12-03-2025 12:49,12-03-2025 16:59,13-03-2025 19:22,East,Escalations,A114,Morning,Low,Login/Access,Chat,48,4.17,30.55,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0672,C1873,23-02-2025 10:57,23-02-2025 13:11,24-02-2025 12:04,North,Technical Ops,A119,Morning,High,Technical Bug,Email,8,2.24,25.13,Yes,17.13,No,No,Closed,No,Delayed Assignment,Assignment,4
T0673,C1397,13-02-2025 09:32,13-02-2025 14:18,14-02-2025 02:45,North,Escalations,A108,Morning,Low,Subscription Change,Chat,48,4.77,17.22,No,0,Yes,No,Resolved,No,No Major Delay,None,4
T0674,C1442,21-01-2025 10:21,21-01-2025 13:27,22-01-2025 16:45,East,L1 Support,A106,Morning,Low,Technical Bug,Chat,48,3.1,30.4,No,0,No,Yes,Closed,No,No Major Delay,None,4
T0675,C1680,06-04-2025 11:53,06-04-2025 14:38,07-04-2025 11:19,West,L1 Support,A105,Morning,High,Technical Bug,Email,8,2.76,23.44,Yes,15.44,Yes,Yes,Resolved,No,Technical Dependency,Escalation,2
T0676,C1319,13-01-2025 17:33,13-01-2025 19:10,15-01-2025 09:48,West,Escalations,A106,Afternoon,Low,Data Correction,Chat,48,1.62,40.26,No,0,Yes,Yes,Resolved,No,No Major Delay,None,4
T0677,C1026,15-04-2025 14:09,15-04-2025 16:43,16-04-2025 11:36,North,Technical Ops,A109,Afternoon,Medium,Account Update,Chat,24,2.58,21.46,No,0,No,No,Resolved,No,No Major Delay,None,5
T0678,C1563,13-01-2025 12:49,13-01-2025 16:10,14-01-2025 00:49,North,Account Ops,A107,Morning,Low,Refund Request,Chat,48,3.36,12.01,No,0,No,No,Closed,No,No Major Delay,None,5
T0679,C1828,12-03-2025 12:06,12-03-2025 15:42,16-03-2025 16:51,North,Escalations,A135,Morning,Low,Subscription Change,Chat,48,3.61,100.76,Yes,52.76,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0680,C1896,28-04-2025 17:44,28-04-2025 19:42,29-04-2025 20:15,East,Technical Ops,A111,Afternoon,Medium,Technical Bug,Email,24,1.97,26.52,Yes,2.52,No,No,Resolved,No,Incorrect Routing,Routing,4
T0681,C1117,09-03-2025 12:22,09-03-2025 15:17,10-03-2025 04:04,South,L1 Support,A125,Morning,High,Order Delay,Phone,8,2.93,15.71,Yes,7.71,No,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0682,C1109,06-01-2025 11:15,06-01-2025 13:30,08-01-2025 13:33,East,Billing Ops,A116,Morning,Medium,Payment Failure,Chat,24,2.25,50.31,Yes,26.31,No,No,Resolved,No,High Complexity,Diagnosis,3
T0683,C1258,08-03-2025 12:28,08-03-2025 15:04,09-03-2025 07:20,South,Technical Ops,A127,Morning,High,Technical Bug,Chat,8,2.6,18.88,Yes,10.88,No,No,Resolved,No,Technical Dependency,Escalation,4
T0684,C1884,23-04-2025 12:09,23-04-2025 12:36,23-04-2025 21:18,North,Technical Ops,A114,Morning,Critical,Technical Bug,Chat,4,0.45,9.16,Yes,5.16,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0685,C1020,24-03-2025 15:24,24-03-2025 19:46,25-03-2025 11:06,West,Escalations,A102,Afternoon,High,Technical Bug,Email,8,4.38,19.7,Yes,11.7,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,1
T0686,C1750,22-03-2025 15:33,22-03-2025 17:25,22-03-2025 19:48,North,Account Ops,A134,Afternoon,Critical,Subscription Change,Email,4,1.87,4.26,Yes,0.26,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0687,C1044,02-03-2025 17:12,02-03-2025 20:31,03-03-2025 21:14,East,Escalations,A123,Afternoon,High,Order Delay,Chat,8,3.32,28.04,Yes,20.04,Yes,No,Resolved,No,Delayed Assignment,Assignment,4
T0688,C1214,29-01-2025 11:13,29-01-2025 11:31,29-01-2025 13:34,North,Account Ops,A129,Morning,High,Account Update,Email,8,0.3,2.35,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0689,C1596,30-03-2025 12:34,30-03-2025 14:04,30-03-2025 22:35,Central,Billing Ops,A116,Morning,Critical,Subscription Change,Email,4,1.51,10.02,Yes,6.02,No,No,Resolved,No,Approval Dependency,Approval,4
T0690,C1032,13-01-2025 17:01,13-01-2025 17:45,14-01-2025 14:17,North,L1 Support,A111,Afternoon,High,Technical Bug,Phone,8,0.74,21.28,Yes,13.28,Yes,No,Resolved,No,Delayed Assignment,Assignment,4
T0691,C1425,09-01-2025 10:30,09-01-2025 11:10,09-01-2025 15:12,South,Account Ops,A128,Morning,High,Subscription Change,Phone,8,0.68,4.71,No,0,No,No,Resolved,No,No Major Delay,None,5
T0692,C1266,30-04-2025 17:57,30-04-2025 20:57,01-05-2025 13:41,South,Escalations,A134,Afternoon,High,Payment Failure,Email,8,3,19.74,Yes,11.74,Yes,No,Resolved,No,Technical Dependency,Escalation,3
T0693,C1836,15-01-2025 10:57,15-01-2025 13:12,16-01-2025 00:23,North,Billing Ops,A106,Morning,Medium,Subscription Change,Email,24,2.26,13.44,No,0,No,No,Resolved,No,No Major Delay,None,5
T0694,C1225,11-03-2025 09:15,11-03-2025 11:13,11-03-2025 23:01,Central,Escalations,A133,Morning,High,Technical Bug,Chat,8,1.98,13.77,Yes,5.77,Yes,Yes,Closed,No,Technical Dependency,Escalation,3
T0695,C1827,29-03-2025 12:54,29-03-2025 13:11,30-03-2025 16:57,South,Technical Ops,A121,Morning,Medium,Login/Access,Chat,24,0.29,28.05,Yes,4.05,Yes,No,Closed,No,Delayed Assignment,Assignment,4
T0696,C1163,08-01-2025 17:01,08-01-2025 19:59,09-01-2025 03:22,South,L1 Support,A135,Afternoon,Medium,Login/Access,Phone,24,2.97,10.35,No,0,No,No,Resolved,No,No Major Delay,None,5
T0697,C1528,16-04-2025 12:32,16-04-2025 13:33,17-04-2025 06:27,Central,Escalations,A105,Morning,Critical,Order Delay,Chat,4,1.03,17.93,Yes,13.93,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0698,C1246,11-02-2025 13:42,11-02-2025 14:46,11-02-2025 21:24,West,Account Ops,A133,Morning,High,Payment Failure,Phone,8,1.07,7.7,No,0,No,Yes,Resolved,No,No Major Delay,None,4
T0699,C1953,09-01-2025 08:17,09-01-2025 13:18,12-01-2025 13:12,Central,Escalations,A134,Morning,Medium,Order Delay,Phone,24,5.03,76.92,Yes,52.92,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,1
T0700,C1133,21-02-2025 17:43,21-02-2025 18:23,22-02-2025 03:15,South,Billing Ops,A105,Afternoon,High,Payment Failure,Phone,8,0.68,9.54,Yes,1.54,No,No,Closed,No,Agent Capacity Constraint,Resolution,4
T0701,C1982,07-02-2025 14:10,07-02-2025 16:28,09-02-2025 11:42,Central,L1 Support,A103,Afternoon,Medium,Order Delay,Phone,24,2.3,45.54,Yes,21.54,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,3
T0702,C1137,15-04-2025 16:32,15-04-2025 16:51,17-04-2025 05:21,North,Account Ops,A133,Afternoon,Low,Order Delay,Phone,48,0.33,36.82,No,0,No,No,Resolved,No,No Major Delay,None,5
T0703,C1728,07-02-2025 11:13,07-02-2025 14:02,09-02-2025 03:37,North,Escalations,A104,Morning,Medium,Order Delay,Chat,24,2.82,40.41,Yes,16.41,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0704,C1779,26-01-2025 15:13,26-01-2025 17:13,27-01-2025 14:43,North,Technical Ops,A106,Afternoon,Medium,Technical Bug,Phone,24,2,23.5,No,0,Yes,Yes,Closed,No,Incomplete Customer Information,Customer Response,4
T0705,C1652,02-01-2025 10:13,02-01-2025 13:12,03-01-2025 23:44,East,Account Ops,A134,Morning,Medium,Order Delay,Portal,24,2.99,37.53,Yes,13.53,No,No,Resolved,No,Agent Capacity Constraint,Resolution,4
T0706,C1351,20-03-2025 13:08,20-03-2025 15:15,22-03-2025 11:08,East,Escalations,A114,Morning,Medium,Refund Request,Chat,24,2.12,46,Yes,22,Yes,Yes,Resolved,No,Agent Capacity Constraint,Resolution,2
T0707,C1345,31-01-2025 15:17,31-01-2025 17:51,02-02-2025 22:27,West,Escalations,A133,Afternoon,Low,Technical Bug,Email,48,2.57,55.17,Yes,7.17,Yes,No,Closed,No,High Complexity,Diagnosis,4
T0708,C1466,17-01-2025 14:49,17-01-2025 17:38,18-01-2025 08:28,West,Billing Ops,A107,Afternoon,High,Subscription Change,Phone,8,2.83,17.66,Yes,9.66,Yes,No,Resolved,No,Incomplete Customer Information,Customer Response,3
T0709,C1215,15-04-2025 14:32,15-04-2025 15:27,15-04-2025 17:35,South,Billing Ops,A122,Afternoon,Critical,Subscription Change,Email,4,0.92,3.05,No,0,No,No,Resolved,No,No Major Delay,None,5
T0710,C1741,27-02-2025 11:21,27-02-2025 13:16,28-02-2025 21:57,East,L1 Support,A101,Morning,Low,Order Delay,Chat,48,1.92,34.6,No,0,Yes,Yes,Resolved,No,No Major Delay,None,4
T0711,C1412,14-03-2025 17:45,14-03-2025 18:45,14-03-2025 23:17,East,L1 Support,A133,Afternoon,High,Login/Access,Phone,8,1.01,5.54,No,0,No,No,Closed,No,No Major Delay,None,5
T0712,C1652,26-03-2025 12:53,26-03-2025 17:22,28-03-2025 13:15,Central,Escalations,A125,Morning,Low,Order Delay,Portal,48,4.49,48.37,Yes,0.37,Yes,No,Resolved,No,Agent Capacity Constraint,Resolution,1
T0713,C1417,24-04-2025 11:06,24-04-2025 16:45,25-04-2025 08:19,East,Escalations,A113,Morning,Low,Refund Request,Phone,48,5.65,21.22,No,0,Yes,No,Closed,No,No Major Delay,None,4
T0714,C1370,04-01-2025 15:11,04-01-2025 16:15,05-01-2025 10:28,Central,Technical Ops,A127,Afternoon,Medium,Login/Access,Phone,24,1.07,19.29,No,0,No,No,Resolved,No,No Major Delay,None,5
T0715,C1367,25-04-2025 13:26,25-04-2025 13:57,26-04-2025 14:01,Central,Account Ops,A119,Morning,Medium,Subscription Change,Email,24,0.53,24.59,Yes,0.59,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0716,C1344,29-04-2025 11:00,29-04-2025 13:27,29-04-2025 17:09,East,Billing Ops,A127,Morning,Medium,Payment Failure,Email,24,2.46,6.15,No,0,No,No,Resolved,No,No Major Delay,None,5
T0717,C1906,09-04-2025 12:54,09-04-2025 16:04,11-04-2025 05:12,East,Escalations,A116,Morning,Low,Order Delay,Chat,48,3.17,40.3,No,0,Yes,No,Resolved,No,No Major Delay,None,5
T0718,C1329,15-04-2025 17:21,15-04-2025 19:51,16-04-2025 21:30,North,Billing Ops,A106,Afternoon,Medium,Subscription Change,Chat,24,2.51,28.16,Yes,4.16,Yes,No,Closed,No,Delayed Assignment,Assignment,3
T0719,C1906,22-03-2025 10:03,22-03-2025 10:34,22-03-2025 16:30,South,Account Ops,A129,Morning,Critical,Account Update,Chat,4,0.53,6.45,Yes,2.45,No,No,Closed,No,Delayed Assignment,Assignment,3
T0720,C1959,12-01-2025 15:46,12-01-2025 17:17,13-01-2025 01:28,West,Technical Ops,A102,Afternoon,High,Account Update,Chat,8,1.53,9.71,Yes,1.71,No,No,Resolved,No,High Complexity,Diagnosis,4
T0721,C1167,10-02-2025 13:45,10-02-2025 14:31,12-02-2025 05:23,North,Technical Ops,A109,Morning,Medium,Technical Bug,Portal,24,0.77,39.64,Yes,15.64,Yes,No,Resolved,No,Incorrect Routing,Routing,4
T0722,C1884,14-02-2025 14:07,14-02-2025 15:03,14-02-2025 18:07,West,Technical Ops,A132,Afternoon,Critical,Login/Access,Email,4,0.94,4.01,Yes,0.01,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0723,C1165,17-04-2025 09:25,17-04-2025 09:55,17-04-2025 20:03,North,Technical Ops,A114,Morning,Medium,Technical Bug,Phone,24,0.5,10.64,No,0,No,No,Resolved,No,No Major Delay,None,5
T0724,C1346,11-03-2025 13:47,11-03-2025 16:11,14-03-2025 16:38,Central,L1 Support,A127,Morning,Medium,Order Delay,Phone,24,2.4,74.86,Yes,50.86,Yes,Yes,Resolved,No,Technical Dependency,Escalation,1
T0725,C1086,29-04-2025 09:29,29-04-2025 12:04,30-04-2025 06:34,North,Escalations,A128,Morning,High,Order Delay,Phone,8,2.59,21.09,Yes,13.09,Yes,No,Resolved,No,Delayed Assignment,Assignment,3
T0726,C1584,26-03-2025 13:00,26-03-2025 14:42,27-03-2025 16:21,South,Billing Ops,A126,Morning,Medium,Payment Failure,Chat,24,1.71,27.36,Yes,3.36,No,No,Resolved,No,Technical Dependency,Escalation,4
T0727,C1612,21-03-2025 17:34,21-03-2025 19:17,,West,L1 Support,A118,Afternoon,High,Technical Bug,Chat,8,1.73,,,,Yes,No,Pending,Yes,High Complexity,Diagnosis,
T0728,C1945,09-01-2025 09:18,09-01-2025 11:15,09-01-2025 21:58,East,Billing Ops,A133,Morning,Medium,Refund Request,Chat,24,1.95,12.68,No,0,No,Yes,Resolved,No,No Major Delay,None,4
T0729,C1638,20-03-2025 15:17,20-03-2025 15:42,21-03-2025 01:00,West,Account Ops,A112,Afternoon,High,Subscription Change,Phone,8,0.42,9.72,Yes,1.72,No,No,Resolved,No,Technical Dependency,Escalation,3
T0730,C1053,26-01-2025 15:47,26-01-2025 17:47,27-01-2025 01:15,West,Billing Ops,A121,Afternoon,Medium,Account Update,Chat,24,2,9.47,No,0,No,No,Resolved,No,No Major Delay,None,5
T0731,C1607,04-01-2025 09:10,04-01-2025 10:53,05-01-2025 02:16,East,Billing Ops,A130,Morning,Medium,Subscription Change,Chat,24,1.72,17.11,No,0,No,No,Resolved,No,No Major Delay,None,5
T0732,C1954,17-04-2025 11:55,17-04-2025 13:38,19-04-2025 20:19,Central,Account Ops,A118,Morning,Medium,Payment Failure,Email,24,1.73,56.4,Yes,32.4,Yes,No,Resolved,No,Approval Dependency,Approval,3
T0733,C1026,29-01-2025 13:33,29-01-2025 15:40,29-01-2025 19:25,East,Billing Ops,A115,Morning,Medium,Subscription Change,Phone,24,2.12,5.88,No,0,No,No,Resolved,No,No Major Delay,None,5
T0734,C1935,09-04-2025 12:52,09-04-2025 13:08,10-04-2025 09:17,East,Technical Ops,A121,Morning,Low,Technical Bug,Portal,48,0.28,20.43,No,0,No,No,Closed,No,Technical Dependency,Escalation,5
T0735,C1219,12-01-2025 13:13,12-01-2025 13:40,12-01-2025 23:34,North,L1 Support,A118,Morning,Medium,Technical Bug,Email,24,0.45,10.36,No,0,No,No,Resolved,No,No Major Delay,None,5
T0736,C1619,21-03-2025 12:54,21-03-2025 18:48,24-03-2025 12:57,Central,Escalations,A103,Morning,Low,Technical Bug,Email,48,5.91,72.06,Yes,24.06,Yes,No,Resolved,No,Incorrect Routing,Routing,1
T0737,C1791,09-04-2025 13:25,09-04-2025 13:59,09-04-2025 21:41,West,Account Ops,A134,Morning,Medium,Payment Failure,Email,24,0.58,8.27,No,0,No,No,Resolved,No,Agent Capacity Constraint,Resolution,5
T0738,C1131,13-02-2025 16:21,13-02-2025 19:03,14-02-2025 20:33,West,Billing Ops,A109,Afternoon,Medium,Account Update,Phone,24,2.7,28.21,Yes,4.21,Yes,No,Resolved,No,Approval Dependency,Approval,2
T0739,C1070,19-04-2025 08:56,19-04-2025 10:41,20-04-2025 14:21,North,Escalations,A102,Morning,High,Technical Bug,Portal,8,1.75,29.42,Yes,21.42,Yes,No,Closed,No,Incorrect Routing,Routing,3
T0740,C1920,06-02-2025 12:18,06-02-2025 13:58,06-02-2025 23:40,West,Account Ops,A112,Morning,High,Refund Request,Email,8,1.67,11.37,Yes,3.37,No,No,Resolved,No,Approval Dependency,Approval,4
T0741,C1064,01-04-2025 10:58,01-04-2025 11:45,02-04-2025 12:27,East,Technical Ops,A133,Morning,Medium,Technical Bug,Chat,24,0.79,25.49,Yes,1.49,Yes,No,Resolved,No,High Complexity,Diagnosis,3
T0742,C1185,08-03-2025 11:26,08-03-2025 12:05,09-03-2025 03:27,North,Technical Ops,A101,Morning,High,Technical Bug,Chat,8,0.65,16.03,Yes,8.03,No,No,Resolved,No,Delayed Assignment,Assignment,4
T0743,C1562,20-01-2025 17:02,20-01-2025 19:27,22-01-2025 04:36,East,L1 Support,A131,Afternoon,Low,Technical Bug,Email,48,2.42,35.57,No,0,No,No,Resolved,No,No Major Delay,None,5
T0744,C1750,02-04-2025 11:59,02-04-2025 15:21,,North,Escalations,A113,Morning,Low,Order Delay,Chat,48,3.38,,,,Yes,No,Pending,Yes,Agent Capacity Constraint,Resolution,
